,DATE,Rain24,Rain48,Rain72,Solarhours,BeachType,Wspeed_level,Wdirection_level,on_offshore,Entero_level
164,2014-12-29,0.0,0.0,0.0,8.4,1,1,4,2,0
1951,2014-12-29,0.0,0.0,0.0,8.4,0,1,4,1,0
165,2015-01-05,0.0,0.0,0.0,11.0,1,1,9,0,0
1129,2015-01-06,0.0,0.0,0.0,12.4,1,1,13,2,0
1952,2015-01-06,0.0,0.0,0.0,12.4,0,1,13,2,0
652,2015-01-06,0.0,0.0,0.0,13.0,0,1,13,2,0
653,2015-01-13,0.0,0.0,0.0,13.2,0,1,9,0,0
1130,2015-01-13,0.0,0.0,0.0,10.0,1,1,9,0,0
1953,2015-01-13,0.0,0.0,0.0,10.0,0,1,9,0,0
166,2015-01-13,0.0,0.0,0.0,10.0,1,1,9,0,0
167,2015-01-20,1.05,2.1100000000000003,2.640000000000001,11.7,1,1,13,1,0
1131,2015-01-20,0.0,0.49,2.95,11.7,1,1,12,2,0
654,2015-01-20,0.0,0.48,1.44,11.3,0,1,12,2,0
1954,2015-01-20,0.0,0.0,1.03,11.7,0,1,12,0,0
168,2015-01-22,0.0,0.0,1.05,10.6,1,1,5,0,1
169,2015-01-23,0.0,0.0,0.0,9.3,1,1,3,2,0
1132,2015-01-27,0.0,0.0,0.0,5.0,1,1,3,1,0
170,2015-01-27,0.0,0.0,0.0,5.0,1,1,6,0,0
1955,2015-01-27,0.5,0.5,0.5,5.0,0,1,3,1,0
655,2015-01-27,0.0,0.0,0.0,9.5,0,1,3,1,0
1956,2015-02-03,0.5,2.0,2.5,7.8,0,1,11,0,0
171,2015-02-03,6.34,13.21,17.96,7.8,1,1,12,2,0
656,2015-02-03,2.89,4.8100000000000005,5.300000000000001,10.2,0,1,11,0,0
1133,2015-02-03,2.94,4.42,5.4,7.8,1,1,11,0,0
1957,2015-02-10,0.0,0.0,0.0,5.0,0,1,8,0,0
172,2015-02-10,0.0,0.0,0.0,5.0,1,1,7,0,0
1134,2015-02-10,1.96,1.96,1.96,5.0,1,1,8,0,0
657,2015-02-10,0.0,0.0,0.0,5.3,0,1,8,0,0
173,2015-02-17,0.0,0.0,0.0,9.8,1,1,14,1,0
1135,2015-02-18,0.0,0.0,0.0,11.5,1,1,11,0,0
1958,2015-02-18,0.0,1.0,1.0,11.5,0,1,11,0,0
658,2015-02-18,0.0,0.0,0.0,9.8,0,1,11,0,0
1136,2015-02-24,0.98,1.96,1.96,3.9,1,1,5,2,0
1959,2015-02-24,0.0,0.0,0.5,3.9,0,1,5,2,1
659,2015-02-24,0.0,0.0,1.43,5.1,0,1,5,2,0
174,2015-02-24,0.0,3.17,5.279999999999999,3.9,1,1,5,0,1
175,2015-02-26,0.0,0.0,0.0,8.4,1,1,7,0,0
1960,2015-02-26,0.0,0.0,0.0,8.4,0,1,11,0,0
176,2015-03-03,0.0,0.0,0.0,1.0,1,1,4,2,0
1961,2015-03-03,0.0,0.0,0.0,1.0,0,1,5,2,0
1137,2015-03-03,0.0,0.0,0.0,1.0,1,1,5,2,0
660,2015-03-03,0.0,0.0,0.0,2.8,0,1,5,2,0
177,2015-03-09,0.0,3.71,3.71,4.7,1,1,2,2,0
661,2015-03-10,0.0,0.48,3.35,10.4,0,1,10,0,0
1138,2015-03-10,0.0,0.0,3.44,9.6,1,1,10,0,0
1962,2015-03-10,0.0,0.5,3.0,9.6,0,1,10,0,0
178,2015-03-16,25.44,25.44,25.44,2.5,1,1,9,0,0
1139,2015-03-16,35.23,35.23,35.73,2.5,1,1,9,0,0
1963,2015-03-16,35.82,35.82,35.82,2.5,0,1,9,0,0
662,2015-03-16,30.14,30.14,30.14,5.3,0,1,9,0,0
179,2015-03-24,21.2,21.2,21.2,6.3,1,1,2,2,0
663,2015-03-24,9.11,9.11,9.11,6.6,0,1,2,1,0
1964,2015-03-24,6.87,6.87,6.87,6.3,0,1,2,1,1
1140,2015-03-24,7.94,7.94,7.94,6.3,1,1,2,1,0
1965,2015-03-26,0.49,22.57,29.44,3.5,0,1,0,1,1
664,2015-03-30,1.91,5.27,8.629999999999999,8.0,0,1,12,2,0
180,2015-03-30,3.17,10.59,13.77,6.5,1,1,12,2,0
1141,2015-03-30,0.5,9.92,13.89,6.5,1,1,12,2,0
1966,2015-03-30,5.4,10.8,18.65,6.5,0,1,12,0,0
665,2015-11-03,0.0,0.0,0.0,5.9,0,1,12,2,0
1967,2015-11-03,0.0,0.0,0.0,3.7,0,1,12,0,0
181,2015-11-03,0.0,0.0,0.0,3.7,1,1,14,1,0
1142,2015-11-03,0.0,0.0,0.0,3.7,1,1,12,2,0
1968,2015-11-11,0.0,0.0,0.0,3.6,0,1,11,0,0
182,2015-11-11,0.0,0.0,0.55,3.6,1,1,10,2,0
666,2015-11-11,0.0,0.0,0.0,5.9,0,1,11,0,0
1143,2015-11-11,0.0,0.0,0.0,3.6,1,1,11,0,0
183,2015-11-18,0.55,1.11,30.42,9.2,1,1,10,2,0
1144,2015-11-18,0.0,0.0,21.26,9.2,1,1,9,0,0
1969,2015-11-19,1.99,2.49,2.49,5.0,0,1,2,1,0
667,2015-11-19,0.98,0.98,0.98,1.0,0,1,2,1,0
668,2015-11-23,0.0,9.35,13.79,13.0,0,1,10,0,0
1145,2015-11-25,0.0,0.0,0.0,7.0,1,1,3,1,0
184,2015-11-25,0.56,0.56,0.56,7.0,1,1,12,2,0
1970,2015-11-26,0.0,0.0,0.0,8.8,0,1,12,0,0
669,2015-11-26,0.49,0.49,0.49,4.7,0,1,12,2,0
670,2015-12-02,0.0,0.0,0.0,8.0,0,1,3,1,0
185,2015-12-02,0.0,0.0,0.0,0.0,1,1,2,2,0
1146,2015-12-02,0.0,0.0,0.0,0.0,1,1,3,1,0
1971,2015-12-02,0.0,0.0,0.0,0.0,0,1,3,1,0
671,2015-12-09,0.0,0.0,0.0,6.8,0,1,10,0,0
1147,2015-12-09,0.0,0.0,0.0,6.4,1,1,10,0,0
186,2015-12-09,0.0,0.0,0.55,6.4,1,2,10,2,0
1972,2015-12-09,0.0,0.0,0.5,6.4,0,1,10,0,0
672,2015-12-16,0.0,0.0,0.0,8.5,0,1,11,0,0
187,2015-12-16,0.0,0.0,0.0,6.3,1,1,11,2,0
1973,2015-12-16,0.0,0.0,0.0,6.3,0,1,11,0,0
1148,2015-12-16,0.0,0.0,0.0,6.3,1,1,11,0,0
188,2015-12-21,0.0,0.0,0.0,11.6,1,1,10,2,0
673,2015-12-21,0.0,0.0,0.0,11.3,0,1,11,0,0
1974,2015-12-21,0.0,0.0,0.0,11.6,0,1,11,0,0
1419,2015-12-21,0.0,0.0,0.0,6.7,1,1,10,1,0
1149,2015-12-21,0.0,0.0,0.0,11.6,1,1,11,0,0
189,2015-12-29,0.0,0.0,0.0,11.3,1,1,9,0,0
1150,2015-12-29,0.0,0.0,0.0,11.3,1,1,10,0,0
1975,2015-12-29,0.0,0.0,0.0,11.3,0,1,10,0,0
674,2015-12-29,0.0,0.0,0.0,12.6,0,1,10,0,0
1151,2015-12-31,0.0,0.0,0.0,11.0,1,1,3,1,0
1976,2016-01-05,0.0,0.0,23.45,7.5,0,1,4,1,0
1152,2016-01-05,0.0,0.51,21.39,7.5,1,1,4,2,0
675,2016-01-05,0.0,0.0,22.55,12.3,0,1,4,2,0
190,2016-01-05,0.0,1.06,18.58,7.5,1,1,5,0,0
1420,2016-01-08,36.56,36.56,36.56,0.4,1,1,1,0,0
1421,2016-01-12,5.23,5.7,5.7,0.9,1,1,8,1,1
676,2016-01-13,0.51,5.63,5.63,12.6,0,1,11,0,1
1153,2016-01-13,0.51,7.13,7.13,10.5,1,1,11,0,0
191,2016-01-13,1.06,2.6500000000000004,2.6500000000000004,10.5,1,1,10,2,0
1977,2016-01-13,0.5,5.99,5.99,10.5,0,1,11,0,0
677,2016-01-15,0.0,0.0,0.51,7.8,0,1,0,1,0
192,2016-01-19,15.92,18.58,18.58,10.8,1,1,15,1,0
1978,2016-01-19,12.47,15.97,15.97,10.8,0,1,15,2,0
678,2016-01-19,6.66,11.79,11.79,10.9,0,1,15,1,0
1154,2016-01-19,7.13,11.71,11.71,10.8,1,1,15,1,0
1422,2016-01-20,0.0,9.02,11.87,5.6,1,1,0,0,0
193,2016-01-26,0.0,0.0,0.0,3.4,1,1,3,2,0
1155,2016-01-27,4.08,4.08,4.08,4.4,1,1,4,2,0
1423,2016-01-27,16.14,16.14,16.14,0.8,1,1,5,2,0
1979,2016-01-28,0.0,1.5,1.5,7.1,0,1,11,0,0
679,2016-01-28,0.52,1.54,1.54,7.7,0,1,11,0,0
194,2016-02-02,0.0,0.0,36.48,7.2,1,1,14,1,0
1156,2016-02-02,0.0,0.51,0.51,7.2,1,1,13,2,0
680,2016-02-02,0.0,0.0,0.0,8.6,0,1,13,2,0
1980,2016-02-02,0.0,0.0,0.0,7.2,0,1,13,2,0
1424,2016-02-05,3.85,3.85,3.85,0.2,1,1,3,0,0
195,2016-02-09,0.0,0.0,8.04,0.5,1,1,6,0,0
681,2016-02-10,0.0,0.0,0.0,10.1,0,1,8,0,0
1157,2016-02-10,0.0,0.0,0.0,9.9,1,1,8,0,0
1981,2016-02-10,0.0,0.0,0.0,9.9,0,1,8,0,0
