,DATE,Rain24,Rain48,Rain72,Solarhours,BeachType,Wspeed_level,Wdirection_level,on_offshore,Entero_level
1001,2009-01-21,0.0,0.54,2.7,12.3,1,1,8,0,0
1866,2009-01-28,0.0,0.0,0.0,12.1,0,1,9,0,0
1381,2009-01-28,0.0,0.0,0.0,4.7,1,1,7,2,0
588,2009-01-28,0.0,0.0,0.0,12.1,0,1,9,0,0
1002,2009-01-28,0.0,0.0,0.0,12.1,1,1,9,0,0
1867,2009-02-04,0.0,0.0,0.0,10.3,0,1,11,0,0
1003,2009-02-04,0.0,0.0,0.0,10.3,1,1,11,0,0
1382,2009-02-04,0.0,0.0,0.0,10.1,1,1,4,0,0
589,2009-02-04,0.0,0.0,0.0,10.3,0,1,11,0,0
590,2009-02-11,0.0,1.82,1.82,8.7,0,1,12,2,1
1383,2009-02-11,4.34,11.92,11.92,4.3,1,1,14,2,0
1004,2009-02-11,0.53,5.8500000000000005,5.8500000000000005,8.7,1,1,12,2,1
1868,2009-02-11,0.51,2.04,2.04,8.7,0,1,12,0,0
1005,2009-02-13,10.12,10.12,10.65,6.4,1,1,10,0,0
591,2009-02-18,0.0,0.0,0.0,7.1,0,1,1,1,0
1869,2009-02-18,0.0,0.0,0.0,7.1,0,1,1,1,0
1384,2009-02-18,0.0,0.0,0.0,2.1,1,1,6,2,0
1385,2009-02-25,0.0,2.71,3.25,9.1,1,1,2,0,1
91,2009-02-25,1.07,4.8,4.8,7.7,1,1,2,2,0
1870,2009-02-25,0.0,0.0,0.0,7.7,0,1,6,2,0
592,2009-02-25,0.0,0.0,0.0,7.7,0,1,6,2,0
1006,2009-02-25,0.0,0.0,0.53,7.7,1,1,6,2,0
1386,2009-02-27,0.0,0.0,0.0,0.3,1,1,3,0,0
593,2009-03-04,0.0,0.0,0.0,9.7,0,1,6,2,0
1387,2009-03-04,0.0,0.0,0.0,8.9,1,1,5,2,0
1871,2009-03-04,0.0,0.0,0.0,9.7,0,1,6,2,0
1007,2009-03-04,0.0,0.0,0.0,9.7,1,1,6,2,0
594,2009-03-11,0.46,0.46,0.46,6.0,0,1,10,0,0
1872,2009-03-11,1.0,1.0,1.5,6.0,0,1,10,0,0
1388,2009-03-12,4.94,5.390000000000001,5.390000000000001,8.7,1,1,5,2,0
1008,2009-03-12,2.55,3.57,3.57,7.8,1,1,10,0,0
92,2009-03-16,0.0,0.0,0.67,12.2,1,1,6,0,0
1389,2009-03-18,0.0,0.0,0.0,6.7,1,1,15,2,0
1009,2009-03-18,0.0,0.0,0.0,9.4,1,1,10,0,0
1873,2009-03-18,0.0,0.0,0.0,9.4,0,1,10,0,0
595,2009-03-18,0.0,0.0,0.0,9.4,0,1,10,0,0
596,2009-03-25,0.0,0.0,0.0,11.4,0,1,11,0,0
1010,2009-03-25,0.0,0.0,1.53,11.4,1,1,11,0,0
1874,2009-03-25,0.0,0.0,0.0,11.4,0,1,11,0,0
1390,2009-03-25,0.0,0.0,0.0,11.3,1,1,2,0,0
1011,2009-04-01,0.51,0.51,0.51,6.3,1,1,6,2,0
1875,2009-04-01,0.0,0.0,0.0,6.3,0,1,6,2,0
1391,2009-04-01,0.0,0.0,0.0,3.8,1,1,6,2,0
597,2009-04-01,0.0,0.0,0.0,6.3,0,1,6,2,0
1012,2009-04-08,3.05,3.05,3.05,4.3,1,1,11,0,0
1392,2009-04-08,2.69,2.69,2.69,2.7,1,1,11,1,0
1013,2009-04-15,0.0,0.0,0.0,6.2,1,1,5,2,0
1393,2009-04-15,0.0,0.0,0.0,8.6,1,1,4,0,0
1394,2009-04-22,0.0,2.38,10.72,5.0,1,1,9,1,0
1014,2009-04-22,0.0,3.57,18.32,2.9,1,1,9,0,0
1015,2009-11-04,0.48,0.97,0.97,7.0,1,1,11,0,0
1016,2009-11-11,0.47,0.94,1.4,1.4,1,1,12,2,0
1017,2009-11-18,2.81,2.81,4.68,2.4,1,1,0,1,0
1018,2009-11-20,0.0,0.47,3.28,2.5,1,1,11,0,0
1019,2009-11-25,0.0,0.0,0.0,11.9,1,1,9,0,0
1020,2009-12-02,12.64,12.64,13.11,0.0,1,1,13,2,0
1021,2009-12-09,0.0,0.0,0.0,12.4,1,1,11,0,0
1022,2009-12-16,0.0,2.06,10.32,11.8,1,1,10,0,0
1023,2009-12-23,0.0,0.0,0.0,3.2,1,1,14,2,0
1024,2009-12-29,0.51,0.51,0.51,1.0,1,1,12,2,0
1025,2010-01-06,0.0,0.0,3.61,11.8,1,1,6,2,0
1026,2010-01-13,0.0,3.81,9.52,2.3,1,1,11,0,0
1027,2010-01-20,0.0,0.0,0.0,6.7,1,1,2,1,0
1028,2010-01-27,0.0,0.0,0.0,8.8,1,1,5,2,0
1029,2010-02-03,0.0,0.0,10.95,10.2,1,1,3,1,0
1030,2010-02-10,0.0,0.0,0.0,5.6,1,1,11,0,0
1031,2010-02-17,1.41,1.41,2.83,3.6,1,1,2,1,0
1032,2010-02-24,0.0,0.0,0.0,8.3,1,1,4,2,0
1033,2010-03-03,0.47,1.88,1.88,8.0,1,1,11,0,0
1034,2010-03-10,0.0,0.0,0.0,8.5,1,1,11,0,0
1035,2010-03-17,0.0,0.0,0.0,6.6,1,1,10,0,0
1036,2010-03-24,2.8,2.8,2.8,5.7,1,1,15,1,0
1037,2010-03-31,0.0,0.0,0.0,7.0,1,1,5,2,0
1038,2010-04-07,1.4,13.98,13.98,8.2,1,1,8,0,0
1039,2010-04-14,2.45,2.45,2.45,7.0,1,1,11,0,0
1040,2010-04-21,0.0,0.98,0.98,7.3,1,1,12,2,0
1395,2010-11-24,0.0,0.0,0.0,10.7,1,1,12,1,0
1396,2010-12-08,0.0,1.61,1.61,9.3,1,1,9,1,0
1397,2010-12-15,0.0,13.35,13.35,10.6,1,1,9,1,0
1398,2010-12-22,0.0,11.93,17.81,4.8,1,1,15,2,0
1399,2010-12-29,0.52,10.37,10.37,12.2,1,1,8,1,0
1400,2011-01-05,0.0,0.0,0.0,7.0,1,1,2,0,0
1401,2011-01-12,0.0,0.0,0.0,10.1,1,1,14,2,0
1402,2011-01-19,5.71,10.38,10.38,6.7,1,2,10,1,1
1041,2011-01-19,4.44,8.870000000000001,10.35,8.7,1,1,11,0,0
1403,2011-01-25,0.52,6.220000000000001,92.85,6.0,1,1,10,1,0
1042,2011-01-25,0.49,4.930000000000001,98.15,2.0,1,1,10,0,0
1404,2011-02-02,0.0,1.03,1.03,7.1,1,1,10,1,0
1043,2011-02-02,0.0,0.5,0.5,7.2,1,1,11,0,0
1405,2011-02-09,0.55,0.55,0.55,1.2,1,1,9,1,0
1044,2011-02-09,0.89,0.89,0.89,1.4,1,1,11,0,0
1406,2011-02-16,7.1,7.1,7.1,0.0,1,1,4,0,1
1045,2011-02-16,8.0,8.0,8.0,0.6,1,1,4,2,0
1407,2011-02-23,14.19,14.19,14.19,6.8,1,1,9,1,0
1046,2011-02-23,8.45,10.22,10.669999999999998,5.7,1,1,9,0,0
1408,2011-03-02,5.46,5.46,5.46,0.6,1,1,0,0,0
1047,2011-03-02,0.44,0.44,0.44,3.5,1,1,0,1,0
1048,2011-03-09,0.0,0.0,0.51,11.0,1,1,8,0,0
1409,2011-03-09,0.0,0.0,0.0,8.1,1,1,9,1,0
1410,2011-03-17,0.0,0.0,0.0,7.6,1,1,3,0,1
1049,2011-03-17,0.0,0.0,0.0,10.7,1,1,4,2,0
1411,2011-03-23,0.0,37.63,38.16,5.1,1,1,7,2,0
1050,2011-03-23,0.0,36.88,38.42,7.0,1,1,8,0,0
1051,2011-03-30,0.0,0.0,1.53,9.6,1,1,10,0,0
1412,2011-03-30,0.0,0.0,0.53,10.4,1,1,9,1,0
1413,2011-04-06,3.71,23.32,23.85,5.9,1,1,10,1,1
1052,2011-04-06,1.53,12.29,12.8,7.8,1,1,11,0,0
1414,2011-04-13,0.0,0.0,0.0,3.5,1,1,10,1,0
1053,2011-04-13,0.0,0.0,0.0,2.5,1,1,8,0,0
1876,2011-11-15,0.0,0.0,1.36,11.3,0,1,11,0,0
1054,2011-11-15,0.0,0.0,1.0,11.3,1,1,11,0,0
93,2011-11-15,0.0,0.0,0.52,11.3,1,1,11,2,0
94,2011-11-22,1.05,1.05,1.05,7.7,1,1,11,2,0
1055,2011-11-22,0.5,0.5,0.5,7.7,1,1,11,0,0
1877,2011-11-23,0.0,0.0,0.0,6.1,0,1,13,2,0
95,2011-11-29,1.61,1.61,1.61,5.3,1,1,11,2,0
1878,2011-11-29,0.0,0.0,0.0,5.3,0,1,12,0,0
1879,2011-12-07,0.0,1.36,6.79,8.3,0,1,12,0,0
96,2011-12-07,0.0,3.74,9.08,8.3,1,2,13,1,0
97,2011-12-13,5.87,13.88,13.88,2.9,1,1,2,2,0
1880,2011-12-13,6.37,11.27,11.27,2.9,0,1,3,1,1
1881,2011-12-19,3.92,12.74,16.66,1.2,0,1,7,2,0
98,2011-12-19,9.07,24.01,27.75,1.2,1,1,6,0,0
1882,2011-12-28,0.0,0.0,0.0,3.3,0,1,3,1,0
99,2011-12-28,0.0,0.0,0.0,3.3,1,1,3,2,0
1883,2012-01-01,1.47,30.87,85.25,2.4,0,1,14,2,1
1884,2012-01-02,0.98,2.45,31.85,4.4,0,1,11,0,0
100,2012-01-04,4.8,6.4,9.6,6.9,1,1,1,1,0
1885,2012-01-04,2.94,2.94,3.92,6.9,0,1,1,1,0
101,2012-01-10,5.87,6.94,26.68,0.0,1,1,14,1,0
1056,2012-01-11,0.0,6.0,8.5,9.6,1,1,14,2,0
1886,2012-01-11,0.0,3.43,7.84,9.6,0,1,14,2,0
102,2012-01-17,0.0,0.0,0.52,9.4,1,1,4,2,0
1887,2012-01-17,0.0,0.0,0.49,9.4,0,1,6,2,0
1057,2012-01-17,0.5,0.5,0.5,9.4,1,1,6,2,1
1058,2012-01-19,0.0,0.5,1.0,7.5,1,1,6,2,0
1059,2012-01-20,0.0,0.0,0.5,6.8,1,1,6,2,1
1060,2012-01-21,0.0,0.0,0.0,7.6,1,1,10,0,0
1061,2012-01-22,2.5,2.5,2.5,1.8,1,1,7,0,0
1888,2012-01-24,0.0,0.0,1.77,12.5,0,1,9,0,0
1062,2012-01-24,0.0,0.0,2.5,12.5,1,1,9,0,0
103,2012-01-24,0.0,2.63,3.68,12.5,1,1,9,0,0
1889,2012-01-31,0.0,0.0,0.0,9.3,0,1,3,1,0
1063,2012-01-31,0.0,0.0,0.0,9.3,1,1,3,1,0
104,2012-01-31,0.0,0.0,0.0,9.3,1,1,1,1,0
1890,2012-02-07,0.0,0.0,0.0,12.4,0,1,6,2,0
1064,2012-02-07,0.0,0.0,0.0,12.4,1,1,6,2,0
105,2012-02-07,0.0,0.0,0.0,12.4,1,1,9,0,0
1891,2012-02-14,0.0,10.16,11.93,7.0,0,1,15,2,1
106,2012-02-14,2.63,18.39,20.49,7.0,1,1,15,1,0
1065,2012-02-14,0.5,16.0,16.5,7.0,1,1,15,1,0
1892,2012-02-16,0.44,16.790000000000003,16.790000000000003,9.9,0,1,11,0,0
1893,2012-02-21,8.84,8.84,8.84,6.3,0,1,0,1,1
107,2012-02-21,3.15,3.15,3.15,6.3,1,1,1,1,0
1066,2012-02-21,8.5,8.5,8.5,6.3,1,1,0,1,0
1067,2012-02-23,16.0,17.0,25.5,0.6,1,1,1,1,0
1894,2012-02-23,15.46,16.35,25.19,0.6,0,1,1,1,0
108,2012-02-28,0.0,1.58,3.68,3.9,1,1,13,1,0
1895,2012-02-28,3.98,3.98,3.98,3.9,0,1,11,0,0
1068,2012-02-28,0.0,0.5,0.5,3.9,1,1,11,0,0
1069,2012-03-07,0.0,0.0,0.0,4.3,1,1,6,2,0
109,2012-03-07,0.0,0.0,0.0,4.3,1,1,6,0,0
1896,2012-03-07,0.0,0.95,0.95,4.3,0,1,6,2,1
1070,2012-03-09,0.0,21.5,21.5,9.2,1,1,6,2,0
1897,2012-03-09,0.0,27.21,27.21,9.2,0,1,6,2,0
1898,2012-03-13,0.0,23.86,25.76,9.2,0,1,9,0,0
110,2012-03-13,0.0,19.23,19.77,9.2,1,1,9,0,0
1071,2012-03-13,0.0,25.5,27.0,9.2,1,1,9,0,0
1072,2012-03-21,5.0,32.5,62.0,0.0,1,1,3,1,0
1899,2012-03-21,3.82,37.23,67.28999999999999,0.0,0,1,3,1,1
111,2012-03-21,5.35,37.93,56.09,0.0,1,1,2,2,0
1073,2012-03-23,1.0,33.5,38.5,8.4,1,1,13,2,0
1900,2012-03-23,0.48,31.02,34.84,8.4,0,1,13,2,0
112,2012-03-27,0.0,0.0,18.16,10.1,1,1,11,2,0
1074,2012-03-27,0.0,0.0,12.5,10.1,1,1,10,0,0
1901,2012-03-27,0.0,0.0,10.97,10.1,0,1,10,0,0
1902,2012-11-06,0.0,0.0,0.0,7.3,0,1,8,0,0
1075,2012-11-06,0.0,0.0,0.51,7.3,1,1,8,0,0
598,2012-11-06,0.0,0.0,0.0,9.6,0,1,8,0,0
113,2012-11-06,0.0,0.0,0.52,7.3,1,1,7,0,0
599,2012-11-13,2.5,4.0,4.0,7.0,0,1,8,0,0
1903,2012-11-13,3.43,4.29,4.29,4.4,0,1,8,0,0
114,2012-11-13,0.0,3.56,3.56,4.4,1,1,8,0,0
1076,2012-11-13,1.33,4.42,4.42,4.4,1,1,8,0,0
1904,2012-11-20,0.0,0.0,1.28,10.9,0,1,6,2,0
600,2012-11-20,0.0,0.5,2.0,9.6,0,1,6,2,0
1077,2012-11-20,0.0,0.44,2.21,10.9,1,1,6,2,0
115,2012-11-20,0.0,0.0,6.1,10.9,1,1,6,0,0
116,2012-11-27,0.0,0.0,0.0,9.0,1,1,10,2,0
1905,2012-11-27,0.0,0.0,0.0,9.0,0,1,11,0,0
601,2012-11-27,0.0,0.0,0.0,11.7,0,1,11,0,0
1078,2012-11-27,0.0,0.0,0.0,9.0,1,1,11,0,0
1906,2012-12-04,0.0,2.14,2.14,1.6,0,1,5,2,0
117,2012-12-04,0.0,7.12,7.12,1.6,1,1,0,1,0
1079,2012-12-04,0.0,2.21,2.21,1.6,1,1,5,2,0
602,2012-12-04,0.0,1.5,1.5,3.1,0,1,5,2,0
1907,2012-12-12,0.0,0.0,0.0,5.2,0,1,7,2,0
118,2012-12-12,0.0,1.53,1.53,5.2,1,1,1,1,0
1080,2012-12-12,0.0,0.0,0.0,5.2,1,1,7,0,0
603,2012-12-12,0.0,0.0,0.0,10.1,0,1,7,0,0
1081,2012-12-18,0.89,0.89,0.89,1.1,1,1,2,1,0
119,2012-12-18,1.01,1.01,1.01,1.1,1,1,1,1,0
1908,2012-12-18,0.86,0.86,0.86,1.1,0,1,2,1,0
604,2012-12-18,0.5,0.5,0.5,2.9,0,1,2,1,1
605,2012-12-20,0.0,0.0,0.5,6.8,0,1,4,2,1
606,2012-12-22,0.0,0.0,0.0,10.8,0,1,4,2,0
607,2012-12-28,0.0,0.47,2.38,2.9,0,1,2,1,0
1082,2012-12-28,0.0,1.5,6.0,0.1,1,1,2,1,0
1909,2012-12-28,0.22,0.67,2.24,0.1,0,1,2,1,0
120,2012-12-28,0.5,1.51,11.12,0.1,1,1,1,1,0
1910,2013-01-02,0.0,0.0,0.45,11.4,0,1,14,2,0
608,2013-01-02,0.0,0.0,0.95,9.7,0,1,14,2,0
121,2013-01-07,0.0,0.0,0.0,11.4,1,2,10,2,0
1083,2013-01-07,0.0,0.0,0.0,11.4,1,1,10,0,0
1911,2013-01-09,0.0,0.0,0.0,11.4,0,1,13,2,0
609,2013-01-09,0.0,0.0,0.0,12.4,0,1,13,2,0
122,2013-01-15,0.0,0.0,0.0,11.4,1,1,15,1,1
1084,2013-01-15,0.0,0.0,0.0,11.4,1,1,14,2,0
610,2013-01-15,0.0,0.0,0.0,4.2,0,1,14,2,0
1912,2013-01-15,0.0,0.0,0.0,11.4,0,1,14,2,0
123,2013-01-17,3.54,4.55,4.55,11.4,1,1,12,2,1
124,2013-01-21,0.0,1.52,1.52,11.4,1,1,9,0,0
1913,2013-01-21,0.0,0.0,0.0,11.4,0,1,9,0,0
611,2013-01-21,0.0,0.0,0.0,9.8,0,1,9,0,0
1085,2013-01-21,0.0,0.0,0.0,11.4,1,1,9,0,0
612,2013-01-29,0.0,0.0,0.0,12.8,0,1,5,2,0
125,2013-01-29,0.0,0.0,0.0,11.4,1,1,5,0,0
1914,2013-01-29,0.0,0.0,0.0,11.4,0,1,5,2,0
1086,2013-01-29,0.0,0.0,0.0,11.4,1,1,5,2,0
126,2013-02-07,0.0,0.0,11.0,11.4,1,1,14,1,0
613,2013-02-07,0.0,0.0,3.78,10.2,0,1,8,0,0
1915,2013-02-07,0.0,0.0,2.78,11.4,0,1,8,0,0
1087,2013-02-07,0.0,0.0,5.0,11.4,1,1,8,0,0
127,2013-02-12,0.0,0.0,0.0,11.4,1,1,14,1,0
1916,2013-02-12,0.0,0.0,0.0,11.4,0,1,11,0,0
614,2013-02-12,0.0,0.0,0.0,9.9,0,1,11,0,0
1088,2013-02-12,0.0,0.0,0.0,11.4,1,1,11,0,0
128,2013-02-18,0.0,0.0,0.0,11.4,1,1,10,2,0
1917,2013-02-18,0.0,0.0,0.0,11.4,0,1,5,2,0
615,2013-02-18,0.0,0.0,0.0,11.3,0,1,5,2,0
1089,2013-02-18,0.0,0.0,0.0,11.4,1,1,5,2,0
129,2013-02-26,0.0,0.0,0.0,11.4,1,1,5,0,0
1918,2013-02-26,0.0,0.0,0.0,11.4,0,1,4,1,0
1090,2013-02-26,0.0,0.0,0.0,11.4,1,1,4,2,0
616,2013-02-26,0.0,0.0,0.0,10.4,0,1,4,2,0
1919,2013-03-05,0.0,0.0,0.17,2.0,0,1,11,0,0
130,2013-03-05,0.5,0.5,4.0,2.0,1,1,3,2,0
1091,2013-03-05,0.0,0.0,2.0,2.0,1,1,11,0,0
617,2013-03-05,0.0,0.0,1.16,4.6,0,1,11,0,0
618,2013-03-12,0.0,0.0,0.0,10.9,0,1,7,0,0
1920,2013-03-12,0.0,0.0,0.0,10.5,0,1,7,2,0
131,2013-03-12,0.0,0.0,0.0,10.5,1,1,13,1,0
1092,2013-03-12,0.0,0.0,0.0,10.5,1,1,7,0,0
1921,2013-03-21,0.0,0.0,1.21,8.2,0,1,6,2,0
132,2013-03-21,0.0,7.59,10.84,8.2,1,1,4,2,0
619,2013-03-21,0.0,0.0,0.48,10.6,0,1,6,2,0
1093,2013-03-21,0.0,0.48,1.94,8.2,1,1,6,2,0
1094,2013-03-26,0.0,0.0,0.0,8.7,1,1,11,0,0
1922,2013-03-26,0.0,0.0,0.0,8.7,0,1,11,0,0
133,2013-03-26,0.0,0.0,0.54,8.7,1,1,4,2,0
620,2013-03-26,0.0,0.0,0.0,10.2,0,1,11,0,0
1095,2013-11-05,2.39,3.35,3.35,4.3,1,1,2,1,0
1923,2013-11-05,2.89,2.89,2.89,4.3,0,1,2,1,0
134,2013-11-05,3.71,3.71,4.24,4.3,1,1,1,1,0
621,2013-11-05,1.47,1.47,1.96,3.3,0,1,2,1,0
135,2013-11-11,0.0,0.0,0.53,6.2,1,1,10,2,0
1924,2013-11-12,0.0,0.0,0.0,6.2,0,1,2,1,0
1096,2013-11-12,0.0,0.0,0.0,6.2,1,1,2,1,0
622,2013-11-12,0.0,0.0,0.0,4.1,0,1,2,1,0
623,2013-11-19,0.0,0.0,0.0,9.3,0,1,5,2,0
1925,2013-11-19,0.0,0.0,0.0,2.8,0,1,5,2,0
1097,2013-11-19,0.0,0.0,0.0,2.8,1,1,5,2,0
136,2013-11-19,0.0,0.0,0.0,2.8,1,1,6,0,0
624,2013-11-26,0.51,0.51,0.51,7.5,0,1,2,1,0
1098,2013-11-26,0.95,0.95,0.95,6.5,1,1,2,1,0
137,2013-11-26,1.59,1.59,1.59,6.5,1,1,2,2,0
1926,2013-11-26,0.84,0.84,0.84,6.5,0,1,2,1,0
1099,2013-12-03,0.0,0.0,0.48,0.0,1,1,4,2,0
138,2013-12-04,34.42,34.42,34.42,0.0,1,1,3,2,0
139,2013-12-10,0.0,0.53,3.71,2.8,1,1,10,2,0
625,2013-12-10,0.0,0.0,0.46,9.6,0,1,11,0,0
1927,2013-12-10,0.0,0.0,0.0,2.8,0,1,11,0,0
1100,2013-12-10,0.0,1.44,2.4,2.8,1,1,11,0,0
140,2013-12-18,0.0,3.09,3.09,5.5,1,1,10,2,0
1101,2013-12-18,0.0,0.0,0.0,5.5,1,1,10,0,0
626,2013-12-18,0.0,0.0,6.93,10.1,0,1,10,0,0
1928,2013-12-18,0.0,0.0,0.48,5.5,0,1,10,0,0
1102,2013-12-23,0.0,0.48,0.48,10.4,1,1,8,0,0
141,2013-12-23,0.0,0.52,0.52,10.4,1,1,8,0,0
627,2013-12-23,0.0,0.46,0.46,10.9,0,1,8,0,0
1929,2013-12-23,0.0,0.0,0.0,10.4,0,1,8,0,0
628,2013-12-30,3.69,31.85,31.85,8.5,0,1,0,1,0
1930,2013-12-30,6.77,37.69,37.69,8.2,0,1,0,1,0
142,2013-12-30,6.18,18.55,18.55,8.2,1,1,0,1,0
1103,2013-12-30,5.75,31.14,31.14,8.2,1,1,0,1,0
143,2014-01-07,0.0,0.51,2.5700000000000003,12.5,1,1,2,2,1
1104,2014-01-07,0.0,0.0,1.44,12.5,1,1,2,1,0
1931,2014-01-07,0.0,0.0,2.42,12.5,0,1,2,1,0
629,2014-01-07,0.0,0.0,1.84,12.1,0,1,2,1,0
144,2014-01-08,0.0,0.0,0.51,8.5,1,1,12,2,0
145,2014-01-14,0.52,1.55,3.09,8.6,1,2,10,2,0
1105,2014-01-14,0.0,0.0,0.0,8.6,1,1,11,0,0
1932,2014-01-16,0.0,0.0,0.0,5.2,0,1,12,0,0
630,2014-01-16,0.0,0.0,0.0,0.7,0,1,12,2,0
146,2014-01-21,10.83,12.37,12.37,0.6,1,1,2,2,0
1106,2014-01-21,7.19,10.06,10.06,0.6,1,1,2,1,1
1933,2014-01-22,0.0,6.76,9.18,6.0,0,1,13,2,0
631,2014-01-22,0.46,6.46,8.77,6.2,0,1,13,2,0
1107,2014-01-23,0.48,0.96,8.15,8.2,1,1,10,0,0
1934,2014-01-28,0.0,6.28,6.28,12.7,0,1,7,2,0
147,2014-01-28,0.0,25.77,25.77,12.7,1,1,7,0,0
632,2014-01-28,0.0,7.85,7.85,12.7,0,1,7,0,0
1108,2014-01-28,0.0,13.41,13.41,12.7,1,1,7,0,0
148,2014-02-04,0.0,0.0,0.0,1.9,1,1,14,1,0
1935,2014-02-04,0.0,0.0,0.0,1.9,0,1,13,2,0
633,2014-02-04,0.0,0.0,0.0,3.8,0,1,13,2,0
1109,2014-02-04,0.0,0.0,0.0,1.9,1,1,13,2,0
1110,2014-02-11,0.0,0.46,0.46,6.0,1,1,10,0,0
1936,2014-02-11,0.0,0.0,0.0,6.0,0,1,10,0,0
149,2014-02-11,0.0,0.0,0.0,6.0,1,1,10,2,0
634,2014-02-11,0.0,1.5,1.5,5.0,0,1,10,0,0
1111,2014-02-18,0.0,0.0,0.0,8.6,1,1,4,2,0
1937,2014-02-18,0.0,0.0,0.0,8.6,0,1,4,1,0
635,2014-02-18,0.0,0.0,0.0,11.2,0,1,4,2,0
150,2014-02-18,0.0,0.0,0.0,8.6,1,1,3,2,0
151,2014-02-25,0.0,0.0,1.03,9.3,1,1,8,0,0
1112,2014-02-25,0.0,0.0,0.0,9.3,1,1,10,0,0
636,2014-02-25,0.0,0.0,0.0,6.3,0,1,10,0,0
1938,2014-02-25,0.0,0.0,0.0,9.3,0,1,10,0,0
1113,2014-03-04,0.46,1.85,1.85,10.1,1,1,11,0,1
1939,2014-03-04,0.52,2.0700000000000003,2.0700000000000003,10.1,0,1,11,0,0
152,2014-03-04,1.03,6.71,6.71,10.1,1,1,11,2,0
637,2014-03-04,0.5,0.5,0.5,9.3,0,1,11,0,0
1114,2014-03-05,2.31,2.77,4.16,7.2,1,1,11,0,0
638,2014-03-11,0.0,0.0,0.0,7.2,0,1,10,0,0
1115,2014-03-11,0.0,0.0,0.0,7.9,1,1,10,0,0
1940,2014-03-11,0.0,0.0,0.0,7.9,0,1,10,0,0
153,2014-03-11,0.0,0.0,0.0,7.9,1,1,1,1,0
1116,2014-03-18,0.0,0.5,3.5,8.2,1,1,13,2,0
1941,2014-03-18,0.0,0.94,2.81,8.2,0,1,13,2,0
154,2014-03-18,0.0,3.09,4.12,8.2,1,1,0,1,0
639,2014-03-18,0.0,0.9,3.16,7.2,0,1,13,2,0
640,2014-03-25,0.0,0.0,0.0,8.8,0,1,11,0,0
1117,2014-03-25,0.0,0.0,0.0,7.3,1,1,11,0,0
155,2014-03-25,0.52,1.03,2.0700000000000003,7.3,1,1,12,2,0
1942,2014-03-25,0.0,0.0,0.0,7.3,0,1,11,0,0
1415,2014-04-08,0.0,0.0,0.0,4.5,1,1,12,1,1
1416,2014-04-13,0.0,0.47,4.24,7.8,1,1,5,2,0
1417,2014-04-16,0.0,0.0,5.18,1.4,1,1,2,0,0
1418,2014-04-17,52.23,52.23,52.23,3.7,1,2,3,0,1
1943,2014-11-03,9.43,9.43,9.93,2.0,0,1,15,2,0
641,2014-11-03,8.67,8.67,8.67,3.4,0,1,15,1,0
1118,2014-11-03,9.85,9.85,10.34,2.0,1,1,15,1,0
156,2014-11-03,8.47,8.47,8.47,2.0,1,1,15,1,0
157,2014-11-10,0.0,0.0,0.0,9.0,1,1,12,2,0
1944,2014-11-11,0.0,0.0,0.0,5.1,0,1,12,0,0
642,2014-11-11,0.0,0.0,0.0,7.1,0,1,12,2,0
1119,2014-11-11,0.0,0.0,0.0,5.1,1,1,12,2,0
1120,2014-11-17,7.38,18.21,18.7,1.2,1,1,1,1,1
643,2014-11-18,0.48,8.19,17.34,9.8,0,1,1,1,0
1945,2014-11-18,0.0,9.44,19.37,9.4,0,1,1,1,0
158,2014-11-18,0.53,11.16,14.88,9.4,1,1,12,2,0
1121,2014-11-19,0.0,0.0,7.38,9.9,1,1,12,2,0
644,2014-11-25,0.48,0.48,0.96,0.6,0,1,11,0,1
1946,2014-11-25,0.99,0.99,1.49,2.3,0,1,11,0,0
159,2014-11-25,1.59,1.59,4.78,2.3,1,1,10,2,0
1122,2014-11-25,0.0,0.0,0.98,2.3,1,1,11,0,1
645,2014-11-27,0.0,0.0,0.48,12.2,0,1,11,0,0
1123,2014-11-27,0.0,0.0,0.0,11.2,1,1,11,0,0
1947,2014-12-01,1.01,1.01,1.52,5.5,0,1,11,0,0
1124,2014-12-01,2.95,3.4400000000000004,4.42,5.5,1,1,11,0,0
646,2014-12-01,2.41,2.41,2.89,9.2,0,1,11,0,0
160,2014-12-01,2.66,2.66,5.3100000000000005,5.5,1,1,10,2,0
1125,2014-12-09,0.0,0.0,0.0,0.0,1,1,1,1,0
1948,2014-12-09,0.0,0.0,0.0,0.0,0,1,1,1,0
647,2014-12-09,0.0,0.0,0.0,0.4,0,1,1,1,1
161,2014-12-09,0.53,3.1900000000000004,3.1900000000000004,0.0,1,1,0,1,0
648,2014-12-11,3.37,3.37,3.37,2.6,0,1,12,2,0
162,2014-12-16,0.0,5.32,51.02,0.0,1,1,4,2,0
1126,2014-12-16,0.0,0.0,49.11,0.0,1,1,4,2,0
1949,2014-12-18,13.73,23.9,23.9,1.7,0,1,13,2,0
649,2014-12-18,12.52,22.64,22.64,3.1,0,1,13,2,0
1950,2014-12-22,0.0,9.66,10.68,11.4,0,1,9,0,0
163,2014-12-22,0.0,4.75,5.28,11.4,1,1,9,0,0
1127,2014-12-22,0.0,9.33,9.82,11.4,1,1,9,0,0
650,2014-12-22,0.0,8.67,9.15,11.3,0,1,9,0,0
651,2014-12-29,0.0,0.0,0.0,12.0,0,1,4,2,0
1128,2014-12-29,0.0,0.0,0.0,8.4,1,1,4,2,0
